ai_review_row_id,cert_gsp_id,cert_company_name,cert_region,cert_sub_region,source_customer_id,source_customer_name,source_region,source_sub_region,mapped_customer_id,mapped_customer_name,mapped_region,mapped_sub_region,match_score,match_basis,row_id,is_related,relation_type,confidence,reason
78,A2022121200780,TELC. TELECOM. EMPREENDIMENTOS LTDA,巴西区,Brazil Group,,TELC. TELECOM. EMPREENDIMENTOS LTDA,,,A2020012900022,Net Telecom Informatica Ltda,巴西区,Brazil Group,0.5574,名称词元相似匹配,78,否,无关,0.88,都在通信行业，但主体“TELC”与“Net Telecom”不同，不足以认定关联
79,A2023040600428,AGORA SOLUCOES EM TECNOLOGIA DA INFORMACAO E COMUNICACAO S A,巴西区,Brazil Group,,AGORA SOLUCOES EM TECNOLOGIA DA INFORMACAO E COMUNICACAO S A,,,A2018041300019,"TECNO - IT, TECNOLOGIA, SERVICOS E COMUNICACAO SA",巴西区,Brazil Group,0.6286,名称词元相似匹配,79,否,无关,0.87,都含“技术/通信”通用词，但核心名称“AGORA”与“TECNO-IT”不同
80,A2016110700010,Dahua Technology Poland Sp. z o.o.,东北欧区,Poland Group,,Dahua Technology Poland Sp. z o.o.,,,A2019090900184,YUNEX SP Z O O,东北欧区,Poland Group,0.6286,名称词元相似匹配,80,否,无关,0.96,主体为“Dahua Technology Poland”与“YUNEX”两家不同公司，仅地区一致
81,A2022081600648,ENGIS TECNOLOGIA LTDA,巴西区,Brazil Group,,ENGIS TECNOLOGIA LTDA,,,A2017122400004,IPQ Tecnologia LTDA,巴西区,Brazil Group,0.85,名称词元相似匹配,81,否,无关,0.84,仅共享通用词“Tecnologia LTDA”，主体“ENGIS”与“IPQ”不同
82,A2018092000040,INTELSEG SISTEMAS DE SEGURANCA LTDA,巴西区,Brazil Group,,INTELSEG SISTEMAS DE SEGURANCA LTDA,,,A2024120500574,TELEFONICA INFRAESTRUTURA E SEGURANCA LTDA,巴西区,Brazil Group,0.6753,名称词元相似匹配,82,否,无关,0.89,都涉及安全领域，但“INTELSEG”与“TELEFONICA”主体不同
83,A2022061811444,Fastlink Computer Co.,南洋区,Philippines Group,,Fastlink Computer Co.,,,A2022081400254,Fastel Services Inc.,南洋区,Philippines Group,0.5,名称词元相似匹配,83,否,无关,0.83,名称前缀虽都有“Fast”音形相近，但“Fastlink”与“Fastel”仍是不同主体
84,A2018120502808,UAE Hassoun,中东北非区,UAE Group,,UAE Hassoun,,,A2024062100086,WE ONE,中东北非区,UAE Group,0.4706,名称词元相似匹配,84,否,无关,0.97,名称“UAE Hassoun”与“WE ONE”无明显主体关联，仅同地区
85,A2021101822862,Spectrum International LLC,中东北非区,UAE Group,,Spectrum International LLC,,,A2018030600006,Omnix International LLC,中东北非区,UAE Group,0.7755,名称词元相似匹配,85,否,无关,0.86,仅共享通用词“International LLC”，主体“Spectrum”与“Omnix”不同
86,A2024082200320,NETS INTERNATIONAL COMMUNICATION L.L.C,中东北非区,UAE Group,,NETS INTERNATIONAL COMMUNICATION L.L.C,,,A2019110100004,Delta International Projects & Engineering L.L.C,中东北非区,UAE Group,0.6667,名称词元相似匹配,86,否,无关,0.88,仅共享通用词“International/L.L.C”，主体“NETS”与“Delta”不同
87,A2018072600031,SIBCA Electronics Equipment Company Limited - LLC,中东北非区,UAE Group,,SIBCA Electronics Equipment Company Limited - LLC,,,A2020070200157,LTS Electromechanical Equipment installation LLC,中东北非区,UAE Group,0.6582,名称词元相似匹配,87,否,无关,0.89,仅共享设备类通用词和“LLC”，主体“SIBCA”与“LTS”不同
88,A2023091200384,Technopro Plus,拉美区,Colombia Group,,Technopro Plus,,,A2018090400975,Telconet S.A.,拉美区,Colombia Group,0.4615,名称词元相似匹配,88,否,无关,0.95,主体“Technopro Plus”与“Telconet”明显不同
89,A2025032100264,Glovis Technologies LLC,中东北非区,UAE Group,,Glovis Technologies LLC,,,A2018120503309,NFS technologies LLC,中东北非区,UAE Group,0.5882,名称词元相似匹配,89,否,无关,0.86,仅共享通用词“technologies LLC”，主体“Glovis”与“NFS”不同
90,A2025121500269,Dangote Industry Limited-Solomon,非洲区,Nigeria Group,,Dangote Industry Limited-Solomon,,,A2025120100135,ARI Industries FZE,非洲区,Nigeria Group,0.4762,名称词元相似匹配,90,否,无关,0.94,主体“Dangote Industry”与“ARI Industries FZE”不同，“Solomon”更像人员后缀
91,A2025121500270,Dangote Industries Limited-Othniel Olowe,非洲区,Nigeria Group,,Dangote Industries Limited-Othniel Olowe,,,A2025120100135,ARI Industries FZE,非洲区,Nigeria Group,0.56,名称词元相似匹配,91,否,无关,0.94,主体“Dangote Industries”与“ARI Industries FZE”不同，“Othniel Olowe”更像人员后缀
92,A2025121500274,Dangote industries limited - Nnabuchi Micheal,非洲区,Nigeria Group,,Dangote industries limited - Nnabuchi Micheal,,,A2025120100135,ARI Industries FZE,非洲区,Nigeria Group,0.5283,名称词元相似匹配,92,否,无关,0.94,主体“Dangote industries”与“ARI Industries FZE”不同，“Nnabuchi Micheal”更像人员后缀
93,A2025121500272,Dangote Industries Limited-Gbenga,非洲区,Nigeria Group,,Dangote Industries Limited-Gbenga,,,A2025120100135,ARI Industries FZE,非洲区,Nigeria Group,0.6512,名称词元相似匹配,93,否,无关,0.94,主体“Dangote Industries”与“ARI Industries FZE”不同，“Gbenga”更像人员后缀
94,A2024111200812,SIGMAFONE COMUNICACOES UNIFICADAS LTDA,巴西区,Brazil Group,,SIGMAFONE COMUNICACOES UNIFICADAS LTDA,,,A2020012900022,Net Telecom Informatica Ltda,巴西区,Brazil Group,0.4545,名称词元相似匹配,94,否,无关,0.92,名称“SIGMAFONE”与“Net Telecom”不同，仅行业接近
95,A2018100900002,CIJUN COMPANHIA DE INFORMATICA DE JUNDIAI,巴西区,Brazil Group,,CIJUN COMPANHIA DE INFORMATICA DE JUNDIAI,,,A2020031000050,COMPWIRE INFORMATICA LTDA.,巴西区,Brazil Group,0.6364,名称词元相似匹配,95,否,无关,0.88,仅共享通用词“Informatica”，主体“CIJUN”与“COMPWIRE”不同
96,A2021082033700,MANTIS TECNOLOGIA,巴西区,Brazil Group,,MANTIS TECNOLOGIA,,,A2024100400348,AIDC TECNOLOGIA LTDA,巴西区,Brazil Group,0.7027,名称词元相似匹配,96,否,无关,0.86,仅共享通用词“Tecnologia”，主体“MANTIS”与“AIDC”不同
97,A2021081025658,NETCON LTDA,巴西区,Brazil Group,,NETCON LTDA,,,A2020012900022,Net Telecom Informatica Ltda,巴西区,Brazil Group,0.5641,名称词元相似匹配,97,否,无关,0.9,同属巴西区，但 NETCON 与 Net Telecom Informatica 不是同一核心名称，Net/Telecom 属通用词。
98,A2019100800007,Arc Comercio Construcao e Administracao de Servicos LTDA,巴西区,Brazil Group,,Arc Comercio Construcao e Administracao de Servicos LTDA,,,A2018021000003,MAHVLA TELECOMM CONSULTORIA E SERVICOS EM TECNOLOGIA LTDA,巴西区,Brazil Group,0.5133,名称词元相似匹配,98,否,无关,0.99,同属巴西区，但两家公司核心名称完全不同，仅地区一致，不构成关联。
99,A2018041000005,ENERGY TELECOM COMERCIO E SERVICOS LTDA,巴西区,Brazil Group,,ENERGY TELECOM COMERCIO E SERVICOS LTDA,,,A2018021000003,MAHVLA TELECOMM CONSULTORIA E SERVICOS EM TECNOLOGIA LTDA,巴西区,Brazil Group,0.6042,名称词元相似匹配,99,否,无关,0.97,同属巴西区，虽然都有 Telecom/Servicos，但均为行业通用词，主体名称不同。
100,A2018122900112,RADIUM TELECOMUNICACOES LTDA,巴西区,Brazil Group,,RADIUM TELECOMUNICACOES LTDA,,,A2020012900022,Net Telecom Informatica Ltda,巴西区,Brazil Group,0.6071,名称词元相似匹配,100,否,无关,0.95,同属巴西区，但 RADIUM 与 Net Telecom 无明显名称继承或别名关系。
101,A2017060400001,Emirates Transport Technology Solutions,中东北非区,UAE Group,,Emirates Transport Technology Solutions,,,A2018120502085,Emirates Photo Marketing LLC,中东北非区,UAE Group,0.5217,名称词元相似匹配,101,否,无关,0.96,同属 UAE Group，但 Emirates 是地域常见前缀，Transport Technology Solutions 与 Photo Marketing 差异很大。
102,A2018120503309,NFS technologies LLC,中东北非区,UAE Group,A2018120503309,NFS technologies LLC,中东北非区,UAE Group,A2018120503309,NFS technologies LLC,中东北非区,UAE Group,1.0,账号直接匹配,102,是,同一客户-账号直接匹配,1.0,cert_gsp_id、source_customer_id、mapped_customer_id 一致，且名称、地区一致。
103,A2021111008324,Emerging Communications Limited,非洲区,Tanzania Group,A2021111008324,Emerging Communications Limited,非洲区,Tanzania Group,A2021111008324,Emerging Communications Limited,非洲区,Tanzania Group,1.0,账号直接匹配,103,是,同一客户-账号直接匹配,1.0,账号完全一致，名称与地区也一致。
104,A2022040100374,Spectrum Security Systems LLC,中东北非区,UAE Group,,Spectrum Security Systems LLC,,,A2019100100006,Atlas Security LLC,中东北非区,UAE Group,0.7179,名称词元相似匹配,104,否,无关,0.93,同属 UAE Group，但仅共享 Security 通用词，Spectrum 与 Atlas 不是同一主体。
105,A2025091600314,INSYNC INTERNATIONAL TECHNICAL SERVICES L.L.C,中东北非区,UAE Group,,INSYNC INTERNATIONAL TECHNICAL SERVICES L.L.C,,,A2022062314544,DYNAMIC INTERNATIONAL COMMERCIAL AGENCIES,中东北非区,UAE Group,0.6512,名称词元相似匹配,105,否,无关,0.94,同属 UAE Group，但仅共享 International 这类泛化词，主体名称明显不同。
106,A2022082900202,Dubai Technologies,中东北非区,UAE Group,,Dubai Technologies,,,A2023083100364,PACC INFORMATION AND COMMUNICATION TECHNOLOGY L L C - DUBAI BRANCH,中东北非区,UAE Group,0.85,名称标准化后包含匹配,106,否,无关,0.9,同属 UAE Group，但 Dubai 为地域词、Technologies 为通用词，不足以证明与 PACC Dubai Branch 有关。
107,A2025111200188,behran parsian,中东北非区,UAE Group,,behran parsian,,,A2019063000033,spectrum car design,中东北非区,UAE Group,0.4848,名称词元相似匹配,107,否,无关,0.99,同属 UAE Group，但名称核心词完全不同，无明显关联。
108,A2019062000032,Alsaher International Electronic System,中东北非区,UAE Group,,Alsaher International Electronic System,,,A2018030600006,Omnix International LLC,中东北非区,UAE Group,0.6182,名称词元相似匹配,108,否,无关,0.94,同属 UAE Group，仅共享 International 泛化词，Alsaher 与 Omnix 不一致。
109,A2025112500220,Phoenix,非洲区,Tanzania Group,,Phoenix,,,A2022080200564,PHOENIX LTD,非洲区,Tanzania Group,1.0,名称标准化后完全一致,109,是,同一客户-名称变体,0.97,同属 Tanzania Group，Phoenix 与 PHOENIX LTD 核心名称一致，后者仅多法律实体后缀。
110,A2025111400161,PT. Visio Andalan Teknologi,南洋区,Indonesia Group,,PT. Visio Andalan Teknologi,,,A2020122616948,Uptrans Teknologi,南洋区,Indonesia Group,0.6512,名称词元相似匹配,110,否,无关,0.93,同属 Indonesia Group，但仅共享 Teknologi 通用词，Visio Andalan 与 Uptrans 不同。
111,A2025112400074,Inara International,中东北非区,UAE Group,,Inara International,,,A2022042913208,KTC International,中东北非区,UAE Group,0.7778,名称词元相似匹配,111,否,无关,0.92,同属 UAE Group，仅有 International，Inara 与 KTC 不是同一名称体系。
112,A2019062000082,Asesorias DAC-CONTROLS Limitada,拉美区,Chile Group,A2019062000082,Asesorias DAC-CONTROLS Limitada,拉美区,Chile Group,A2019062000082,Asesorias DAC-CONTROLS Limitada,拉美区,Chile Group,1.0,账号直接匹配,112,是,同一客户-账号直接匹配,1.0,账号完全一致，名称与地区一致。
113,A2024103100542,CU SECURITY,拉美区,Peru Group,,CU SECURITY,,,A2023061400762,CU SECURITY E.I.R.L.,拉美区,Peru Group,0.85,名称标准化后包含匹配,113,是,同一客户-名称变体,0.98,同属 Peru Group，CU SECURITY 与 CU SECURITY E.I.R.L. 核心名称一致，仅差公司后缀。
114,A2025101300158,PT. Kirana Cipta Indonesia,南洋区,Indonesia Group,,PT. Kirana Cipta Indonesia,,,A2018042700132,PT.SECOM INDONESIA,南洋区,Indonesia Group,0.6512,名称词元相似匹配,114,否,无关,0.95,同属 Indonesia Group，但 Indonesia 是地域词，Kirana Cipta 与 SECOM 明显不同。
115,A2024010300232,ZOOM TECNOLOGIA LTDA,巴西区,Brazil Group,A2024010300232,ZOOM TECNOLOGIA LTDA,巴西区,Brazil Group,A2024010300232,ZOOM TECNOLOGIA LTDA,巴西区,Brazil Group,1.0,账号直接匹配,115,是,同一客户-账号直接匹配,1.0,账号完全一致，名称与地区一致。
116,A2022022711500,ERIONE - ERIVAL TELECOMUNICACOES COMERCIO E REPRESENTACOES LTDA,巴西区,Brazil Group,,ERIONE - ERIVAL TELECOMUNICACOES COMERCIO E REPRESENTACOES LTDA,,,A2018021000003,MAHVLA TELECOMM CONSULTORIA E SERVICOS EM TECNOLOGIA LTDA,巴西区,Brazil Group,0.4746,名称词元相似匹配,116,否,无关,0.96,同属巴西区，虽都含 Telecom，但为行业通用词，ERIONE/ERIVAL 与 MAHVLA 不同。
117,A2018092900153,POLICOM CABOS E CONECTORES LTDA,巴西区,Brazil Group,,POLICOM CABOS E CONECTORES LTDA,,,A2024010300232,ZOOM TECNOLOGIA LTDA,巴西区,Brazil Group,0.4706,名称词元相似匹配,117,否,无关,0.99,同属巴西区，但 POLICOM 与 ZOOM TECNOLOGIA 名称核心完全不同。
118,A2019080500013,PT. Integra Mitra Solusi,南洋区,Indonesia Group,,PT. Integra Mitra Solusi,,,A2018101100004,Pt.tunas gemilang solusitama,南洋区,Indonesia Group,0.5882,名称词元相似匹配,118,否,无关,0.94,同属 Indonesia Group，仅有 Solusi 等通用词相近，主体名称不一致。
119,A2021030100648,DATAPROM EQUIPAMENTOS E SERVICOS DE INFORMATICA INDUSTRIALLTDA,巴西区,Brazil Group,,DATAPROM EQUIPAMENTOS E SERVICOS DE INFORMATICA INDUSTRIALLTDA,,,A2020031000050,COMPWIRE INFORMATICA LTDA.,巴西区,Brazil Group,0.5057,名称词元相似匹配,119,否,无关,0.95,同属巴西区，仅共享 Informatica 通用词，DATAPROM 与 COMPWIRE 不同。
120,A2022072500544,AREIA DO TEMPO COMERCIAL LTDA,巴西区,Brazil Group,,AREIA DO TEMPO COMERCIAL LTDA,,,A2024100400348,AIDC TECNOLOGIA LTDA,巴西区,Brazil Group,0.6122,名称词元相似匹配,120,否,无关,0.98,同属巴西区，但公司核心名称完全不同，无别名迹象。
121,A2023031300480,DIGITAL TECNOLOGIA DA INFORMACAO E SEGURANCA LTDA - DT SEGURANCA,巴西区,Brazil Group,,DIGITAL TECNOLOGIA DA INFORMACAO E SEGURANCA LTDA - DT SEGURANCA,,,A2024120500574,TELEFONICA INFRAESTRUTURA E SEGURANCA LTDA,巴西区,Brazil Group,0.5385,名称词元相似匹配,121,否,无关,0.93,同属巴西区，仅共享技术和安全类通用词，DIGITAL TECNOLOGIA 与 TELEFONICA 不同。
122,A2023071400698,Alia Tecnologia Solucoes em Tic e Energia LTDA,巴西区,Brazil Group,,Alia Tecnologia Solucoes em Tic e Energia LTDA,,,A2017122400014,AVANTIA TECNOLOGIA E ENGENHARIA S/A,巴西区,Brazil Group,0.6173,名称词元相似匹配,122,否,无关,0.9,同属巴西区，仅共享 Tecnologia 等通用词，Alia 与 Avantia 不是同一主体。
123,A2020082858888,PT Argenta Akhila Utama,南洋区,Indonesia Group,A2020082858888,PT Argenta Akhila Utama,南洋区,Indonesia Group,A2020082858888,PT Argenta Akhila Utama,南洋区,Indonesia Group,1.0,账号直接匹配,123,是,同一公司,1.0,账号完全一致，名称与地区一致。
124,A2025093000319,Bezavic Int'l Services,非洲区,Nigeria Group,,Bezavic Int'l Services,,,A2020090200844,MASTERPLAN Consulting & Technology Services Ltd (MpCTS),非洲区,Nigeria Group,0.4828,名称词元相似匹配,124,否,无关,0.95,同属 Nigeria Group，仅共享 Services 通用词，Bezavic 与 MASTERPLAN 完全不同。
125,A2025040800460,IT Solution Pvt Ltd.,东南亚区,South Asian Association Group,,IT Solution Pvt Ltd.,,,A2018120200017,Optimal Technology (Pvt). Ltd.,东南亚区,South Asian Association Group,0.5882,名称词元相似匹配,125,否,无关,0.9,同属 South Asian Association Group，但 IT Solution 极为泛化，不能据此认定与 Optimal Technology 有关。
126,A2022101700618,International Business Systems IBS,中东北非区,Egypt Group,,International Business Systems IBS,,,A2017041400011,ARAB INTERNATIONAL OPTRONICS,中东北非区,Egypt Group,0.5556,名称词元相似匹配,126,否,无关,0.93,同属 Egypt Group，仅共享 International 泛化词，核心名称不同。
127,A2025092900152,Wefee pty Ltd,大洋洲区,Australia Group,,Wefee pty Ltd,,,A2023103000054,Wireless Networks Pty Ltd,大洋洲区,Australia Group,0.5333,名称词元相似匹配,127,否,无关,0.96,同属 Australia Group，Wefee 与 Wireless Networks 无明显名称映射关系。
128,A2023061600274,Intelligent Network Solution Sdn. Bhd.,南洋区,Malaysia Group,,Intelligent Network Solution Sdn. Bhd.,,,A2022111100010,Aero Network & Technologies Sdn Bhd,南洋区,Malaysia Group,0.7234,名称词元相似匹配,128,否,无关,0.91,同属 Malaysia Group，仅共享 Network/Technologies 类通用行业词，核心主体不同。
