ai_review_row_id,cert_gsp_id,cert_company_name,cert_region,cert_sub_region,source_customer_id,source_customer_name,source_region,source_sub_region,mapped_customer_id,mapped_customer_name,mapped_region,mapped_sub_region,match_score,match_basis
118,A2019080500013,PT. Integra Mitra Solusi,南洋区,Indonesia Group,,PT. Integra Mitra Solusi,,,A2018101100004,Pt.tunas gemilang solusitama,南洋区,Indonesia Group,0.5882,名称词元相似匹配
119,A2021030100648,DATAPROM EQUIPAMENTOS E SERVICOS DE INFORMATICA INDUSTRIALLTDA,巴西区,Brazil Group,,DATAPROM EQUIPAMENTOS E SERVICOS DE INFORMATICA INDUSTRIALLTDA,,,A2020031000050,COMPWIRE INFORMATICA LTDA.,巴西区,Brazil Group,0.5057,名称词元相似匹配
120,A2022072500544,AREIA DO TEMPO COMERCIAL LTDA,巴西区,Brazil Group,,AREIA DO TEMPO COMERCIAL LTDA,,,A2024100400348,AIDC TECNOLOGIA LTDA,巴西区,Brazil Group,0.6122,名称词元相似匹配
121,A2023031300480,DIGITAL TECNOLOGIA DA INFORMACAO E SEGURANCA LTDA - DT SEGURANCA,巴西区,Brazil Group,,DIGITAL TECNOLOGIA DA INFORMACAO E SEGURANCA LTDA - DT SEGURANCA,,,A2024120500574,TELEFONICA INFRAESTRUTURA E SEGURANCA LTDA,巴西区,Brazil Group,0.5385,名称词元相似匹配
122,A2023071400698,Alia Tecnologia Solucoes em Tic e Energia LTDA,巴西区,Brazil Group,,Alia Tecnologia Solucoes em Tic e Energia LTDA,,,A2017122400014,AVANTIA TECNOLOGIA E ENGENHARIA S/A,巴西区,Brazil Group,0.6173,名称词元相似匹配
123,A2020082858888,PT Argenta Akhila Utama,南洋区,Indonesia Group,A2020082858888,PT Argenta Akhila Utama,南洋区,Indonesia Group,A2020082858888,PT Argenta Akhila Utama,南洋区,Indonesia Group,1.0,账号直接匹配
124,A2025093000319,Bezavic Int'l Services,非洲区,Nigeria Group,,Bezavic Int'l Services,,,A2020090200844,MASTERPLAN Consulting & Technology Services Ltd (MpCTS),非洲区,Nigeria Group,0.4828,名称词元相似匹配
125,A2025040800460,IT Solution Pvt Ltd.,东南亚区,South Asian Association Group,,IT Solution Pvt Ltd.,,,A2018120200017,Optimal Technology (Pvt). Ltd.,东南亚区,South Asian Association Group,0.5882,名称词元相似匹配
126,A2022101700618,International Business Systems IBS,中东北非区,Egypt Group,,International Business Systems IBS,,,A2017041400011,ARAB INTERNATIONAL OPTRONICS,中东北非区,Egypt Group,0.5556,名称词元相似匹配
127,A2025092900152,Wefee pty Ltd,大洋洲区,Australia Group,,Wefee pty Ltd,,,A2023103000054,Wireless Networks Pty Ltd,大洋洲区,Australia Group,0.5333,名称词元相似匹配
128,A2023061600274,Intelligent Network Solution Sdn. Bhd.,南洋区,Malaysia Group,,Intelligent Network Solution Sdn. Bhd.,,,A2022111100010,Aero Network & Technologies Sdn Bhd,南洋区,Malaysia Group,0.7234,名称词元相似匹配
